Aroon_Date,Aroon_Down,Aroon_Up
2021-10-08 00:00:00-03:00,76.0,24.0
2021-10-11 00:00:00-03:00,72.0,20.0
2021-10-13 00:00:00-03:00,68.0,16.0
2021-10-14 00:00:00-03:00,64.0,12.0
2021-10-15 00:00:00-03:00,60.0,8.0
2021-10-18 00:00:00-03:00,56.00000000000001,4.0
2021-10-19 00:00:00-03:00,52.0,0.0
2021-10-20 00:00:00-03:00,48.0,0.0
2021-10-21 00:00:00-03:00,44.0,84.0
2021-10-22 00:00:00-03:00,96.0,80.0
2021-10-25 00:00:00-03:00,96.0,76.0
2021-10-26 00:00:00-03:00,92.0,72.0
2021-10-27 00:00:00-03:00,88.0,68.0
2021-10-28 00:00:00-03:00,84.0,64.0
2021-10-29 00:00:00-03:00,80.0,60.0
2021-11-01 00:00:00-03:00,76.0,56.00000000000001
2021-11-03 00:00:00-03:00,72.0,52.0
2021-11-04 00:00:00-03:00,68.0,48.0
2021-11-05 00:00:00-03:00,64.0,44.0
2021-11-08 00:00:00-03:00,60.0,40.0
2021-11-09 00:00:00-03:00,56.00000000000001,36.0
2021-11-10 00:00:00-03:00,52.0,32.0
2021-11-11 00:00:00-03:00,48.0,28.000000000000004
2021-11-12 00:00:00-03:00,44.0,24.0
2021-11-16 00:00:00-03:00,40.0,20.0
2021-11-17 00:00:00-03:00,96.0,16.0
2021-11-18 00:00:00-03:00,96.0,12.0
2021-11-19 00:00:00-03:00,96.0,8.0
2021-11-22 00:00:00-03:00,92.0,4.0
2021-11-23 00:00:00-03:00,96.0,0.0
2021-11-24 00:00:00-03:00,96.0,0.0
2021-11-25 00:00:00-03:00,92.0,0.0
2021-11-26 00:00:00-03:00,88.0,0.0
2021-11-29 00:00:00-03:00,84.0,48.0
2021-11-30 00:00:00-03:00,80.0,44.0
2021-12-01 00:00:00-03:00,96.0,40.0
2021-12-02 00:00:00-03:00,96.0,36.0
2021-12-03 00:00:00-03:00,96.0,32.0
2021-12-06 00:00:00-03:00,96.0,28.000000000000004
2021-12-07 00:00:00-03:00,92.0,24.0
2021-12-08 00:00:00-03:00,88.0,20.0
2021-12-09 00:00:00-03:00,84.0,16.0
2021-12-10 00:00:00-03:00,96.0,12.0
2021-12-13 00:00:00-03:00,92.0,8.0
2021-12-14 00:00:00-03:00,88.0,4.0
2021-12-15 00:00:00-03:00,84.0,0.0
2021-12-16 00:00:00-03:00,80.0,0.0
2021-12-17 00:00:00-03:00,76.0,4.0
2021-12-20 00:00:00-03:00,72.0,0.0
2021-12-21 00:00:00-03:00,68.0,0.0
2021-12-22 00:00:00-03:00,64.0,0.0
2021-12-23 00:00:00-03:00,60.0,20.0
2021-12-27 00:00:00-03:00,56.00000000000001,16.0
2021-12-28 00:00:00-03:00,52.0,12.0
2021-12-29 00:00:00-03:00,48.0,8.0
